STITCH ID STEREO,MEDRA TERM UMLS CONCEPT ID,se_count
CID000000946,"['C0687713', 'C0000737', 'C0003811', 'C0039231', 'C0030252', 'C0344232', 'C0015672', 'C0036974', 'C0004093', 'C0042109', 'C0041657', 'C0030554', 'C0025637', 'C0001122', 'C0020580', 'C0003467', 'C0012833', 'C0020458', 'C0010520', 'C0039070']",20
CID000000948,"['C0003811', 'C0027497', 'C0042847', 'C0151740', 'C0009676', 'C0151560', 'C0040034', 'C2830004', 'C1443060', 'C0042963', 'C0031117', 'C0004044', 'C0235146', 'C0036572', 'C0023530', 'C0002888', 'C0012833', 'C0018681', 'C0030312', 'C0020649', 'C0242184', 'C0032961']",22
CID000000961,"['C0546817', 'C0031542', 'C0009450', 'C0013604', 'C0024115', 'C0020625', 'C0019054', 'C0042487', 'C0015967', 'C0015376']",10
CID000001003,"['C0085632', 'C0016204', 'C0687713', 'C0000737', 'C0003811', 'C0011991', 'C0013362', 'C0043094', 'C0027497', 'C0002792', 'C0030193', 'C0015230', 'C0004245', 'C0038999', 'C0233471', 'C0232487', 'C0035078', 'C0015672', 'C0013404', 'C0009676', 'C0151539', 'C0022660', 'C0018790', 'C0011603', 'C0006266', 'C0237314', 'C0522055', 'C1720775', 'C0085620', 'C0853619', 'C0236071', 'C0004093', 'C0028961', 'C1443060', 'C0948594', 'C0042109', 'C0011168', 'C0030554', 'C0042963', 'C0232492', 'C0003862', 'C0429098', 'C0151786', 'C0020580', 'C0235431', 'C0000731', 'C0032343', 'C0027709', 'C1565489', 'C0029442', 'C0036572', 'C0151602', 'C0039971', 'C0039621', 'C0236024', 'C0012833', 'C0018681', 'C0020517', 'C0085649', 'C0020649', 'C2697368', 'C0037763', 'C0033774', 'C0278134']",64
CID000001046,"['C0235378', 'C0001364', 'C0740394', 'C0162830', 'C0231528', 'C0027497', 'C0015230', 'C0005779', 'C0011603', 'C0040034', 'C0030920', 'C0232462', 'C2047937', 'C0042963', 'C0948594', 'C0042109', 'C1443060', 'C0038002', 'C0019209', 'C0003862', 'C0041349', 'C0853784', 'C0234215', 'C0032708', 'C0151767', 'C0013395', 'C0013428', 'C0018099', 'C0020517', 'C0231218', 'C0019158', 'C0235416', 'C0423791', 'C0017178', 'C0033774', 'C0015967', 'C0003868']",37
CID000001054,"['C0027497', 'C0018681', 'C0031117', 'C2830004', 'C0030554']",5
CID000001084,"['C0233407', 'C0027497', 'C0018681', 'C0032343', 'C0020649', 'C0013378', 'C0005779', 'C0042963', 'C0151529']",9
CID000001125,"['C0687713', 'C0000737', 'C0007222', 'C0011991', 'C0042029', 'C0027497', 'C0027947', 'C0015230', 'C0919874', 'C1167965', 'C0085631', 'C0010200', 'C0027051', 'C0549373', 'C0011603', 'C0009450', 'C0042963', 'C0948594', 'C0017152', 'C0032617', 'C0027441', 'C0003862', 'C0948089', 'C0027424', 'C0037929', 'C0022107', 'C1260880', 'C0037274', 'C0041912', 'C0027765', 'C0036572', 'C1145670', 'C0017181', 'C0009938', 'C0012833', 'C0018681', 'C0020517', 'C1384353', 'C0085649', 'C0017178', 'C0015967']",41
CID000001130,"['C0034063', 'C2939147', 'C0236071', 'C0020517', 'C0002792', 'C0027497', 'C0020458', 'C0234233', 'C0085631', 'C0002994', 'C0019080', 'C0004093', 'C0010520', 'C0518015', 'C0033774', 'C0042109', 'C0036974', 'C0332534']",18
CID000001727,"['C0042029', 'C0027497', 'C0002792', 'C0015230', 'C0021053', 'C0575090', 'C0013404', 'C0009676', 'C0549373', 'C0011603', 'C0004936', 'C0009450', 'C0004093', 'C1443060', 'C0042109', 'C0027441', 'C0042963', 'C0030554', 'C0917801', 'C0009806', 'C0009782', 'C0037274', 'C0235710', 'C0027765', 'C0004604', 'C0036572', 'C0042373', 'C0013395', 'C0003467', 'C0008031', 'C0020517', 'C0012833', 'C0018681', 'C1384353', 'C0020649', 'C0002994', 'C0017178', 'C0025061', 'C0040822']",39
CID000001775,"['C0020461', 'C0235378', 'C0013362', 'C1096340', 'C0085636', 'C0006277', 'C0027497', 'C0007785', 'C0151828', 'C0011616', 'C0014038', 'C0006625', 'C0019080', 'C0497156', 'C0009421', 'C0006384', 'C0013404', 'C0009676', 'C0151740', 'C0151907', 'C0520966', 'C0151605', 'C2242737', 'C0267792', 'C0026961', 'C0232462', 'C0542571', 'C2047937', 'C0004093', 'C0019572', 'C0030554', 'C0031036', 'C0151786', 'C0162557', 'C0001122', 'C0151603', 'C0020039', 'C0015371', 'C0020580', 'C0014591', 'C0009806', 'C0022107', 'C0233632', 'C0234233', 'C0031350', 'C0011175', 'C0085641', 'C0008489', 'C0029442', 'C0037036', 'C0149931', 'C0023530', 'C0024141', 'C0235567', 'C0017181', 'C0012569', 'C0020517', 'C0030312', 'C0042267', 'C1258215', 'C3263723', 'C0015967', 'C0019829', 'C0002871', 'C0004144', 'C0028738', 'C0160390', 'C0522224', 'C0003578', 'C0016204', 'C0151830', 'C0011991', 'C0004239', 'C0221269', 'C0231528', 'C0085593', 'C0035455', 'C0027066', 'C0021053', 'C1167965', 'C0013491', 'C0040264', 'C0034886', 'C0042571', 'C0011603', 'C0020456', 'C0018946', 'C2830004', 'C0016658', 'C0040409', 'C0028961', 'C1443060', 'C0151889', 'C0017152', 'C0011168', 'C0041657', 'C0232492', 'C1306341', 'C2364111', 'C0038325', 'C0026848', 'C0011053', 'C0041349', 'C0151888', 'C1142135', 'C0009763', 'C0235546', 'C0235896', 'C0003537', 'C0014457', 'C0031212', 'C0033975', 'C0015376', 'C0004604', 'C0233472', 'C0011609', 'C0002888', 'C0021368', 'C0011551', 'C0011206', 'C0233494', 'C0018418', 'C0018681', 'C0020555', 'C0231218', 'C0021400', 'C0037763', 'C0521591', 'C0013456', 'C0013384', 'C0024305', 'C0086565', 'C0039070', 'C0151827', 'C1510410', 'C0014518', 'C0086439', 'C0032326', 'C0001824', 'C0004096', 'C0039231', 'C0030252', 'C0034880', 'C0085633', 'C0022638', 'C0151604', 'C0151610', 'C0035078', 'C0036974', 'C0085631', 'C0424295', 'C0036454', 'C0018790', 'C0043096', 'C0020621', 'C0428977', 'C0034065', 'C0151766', 'C0030848', 'C0085628', 'C0009450', 'C0232766', 'C0085610', 'C0032617', 'C1291078', 'C0232726', 'C0151636', 'C0024299', 'C2242588', 'C0002622', 'C0032285', 'C0151698', 'C0018802', 'C0026827', 'C0037822', 'C0009782', 'C0231530', 'C2937358', 'C0085584', 'C0042024', 'C0027765', 'C1527311', 'C0151734', 'C0036572', 'C0013395', 'C0043352', 'C0085682', 'C0151735', 'C0008031', 'C0025007', 'C0029408', 'C0152025', 'C0423791', 'C0023518', 'C0017178', 'C0020651', 'C0027932', 'C0040046', 'C0392156', 'C0018800', 'C0002063', 'C0019193', 'C0027540', 'C0020453', 'C1262144', 'C1266194', 'C0029456', 'C0243026', 'C1142139', 'C0162830', 'C0009241', 'C0017574', 'C0034150', 'C0002792', 'C0020598', 'C0015230', 'C0020578', 'C0002418', 'C0518015', 'C0015672', 'C0020538', 'C0234918', 'C0037199', 'C0018991', 'C0010200', 'C0006145', 'C0040034', 'C0549249', 'C0016059', 'C0010414', 'C0042510', 'C0042963', 'C0948594', 'C0016655', 'C0014742', 'C0042109', 'C0080274', 'C0030794', 'C0003862', 'C0917801', 'C0017566', 'C0027769', 'C0002884', 'C0020507', 'C0011848', 'C0031256', 'C0013378', 'C0019079', 'C0268000', 'C0004134', 'C0234215', 'C0235710', 'C0404521', 'C0700345', 'C0001925', 'C0281981', 'C0013428', 'C0012833', 'C0032290', 'C0020458', 'C0025289', 'C0020649', 'C0340865', 'C0040822', 'C1609512', 'C0010520', 'C0033774', 'C0151763', 'C0152267']",269
CID000001978,"['C0027497', 'C0344232', 'C0028734', 'C0013404', 'C0009676', 'C0023380', 'C0242350', 'C0311468', 'C0002170', 'C0919715', 'C0232462', 'C2047937', 'C0004093', 'C0030554', 'C0020580', 'C0007166', 'C0009806', 'C0022281', 'C0011570', 'C0234458', 'C0023066', 'C0016382', 'C0031350', 'C0042373', 'C0024141', 'C0018801', 'C0015967', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0085593', 'C0035455', 'C0043144', 'C0040264', 'C0042571', 'C0011603', 'C0151904', 'C0259817', 'C2830004', 'C1443060', 'C0041657', 'C0162529', 'C2981158', 'C0008033', 'C0009763', 'C0037274', 'C0235896', 'C2363730', 'C2363731', 'C0151517', 'C0236075', 'C0033975', 'C0004604', 'C0233472', 'C0007398', 'C0018681', 'C0231218', 'C0025061', 'C0151827', 'C0039070', 'C0541782', 'C0001824', 'C0030252', 'C0004245', 'C0085633', 'C0857305', 'C0277925', 'C0036974', 'C0006266', 'C0428977', 'C0030848', 'C0314719', 'C0002622', 'C0032285', 'C0018802', 'C0009782', 'C0027765', 'C0476273', 'C0013395', 'C0003467', 'C0233407', 'C0008031', 'C0017178', 'C0020651', 'C0013604', 'C0030196', 'C0021775', 'C0018524', 'C0043094', 'C0030193', 'C0015230', 'C0234913', 'C0015672', 'C0010200', 'C0262985', 'C0600142', 'C0151942', 'C0264906', 'C0042963', 'C0948594', 'C0042109', 'C0003862', 'C0917801', 'C0011606', 'C0234215', 'C3665347', 'C0013428', 'C0012833', 'C0020458', 'C0020649', 'C0033774']",113
CID000001983,"['C0085605', 'C0027497', 'C0027947', 'C0151828', 'C0038450', 'C0232487', 'C0344232', 'C0019080', 'C0575090', 'C0009421', 'C0013404', 'C0009676', 'C0011615', 'C0520966', 'C0267792', 'C0026961', 'C0232462', 'C0235996', 'C2047937', 'C0004093', 'C0151798', 'C0041105', 'C0151786', 'C0162557', 'C0009806', 'C0022107', 'C0235146', 'C0016382', 'C0017605', 'C0085641', 'C0028084', 'C0042373', 'C0023530', 'C0020517', 'C0455769', 'C0030312', 'C0085649', 'C0151723', 'C0015967', 'C0002871', 'C0004144', 'C0160390', 'C0699828', 'C0687713', 'C0000737', 'C0011991', 'C0242528', 'C0041969', 'C0085593', 'C0919874', 'C0027066', 'C0021053', 'C0302809', 'C0043144', 'C0233477', 'C1704272', 'C1720775', 'C0011603', 'C0497247', 'C0020456', 'C0151904', 'C0004936', 'C2830004', 'C0028961', 'C1443060', 'C0151889', 'C0038325', 'C0233414', 'C0239981', 'C0018939', 'C1142135', 'C0549493', 'C0687133', 'C0037274', 'C0001339', 'C0011609', 'C0233494', 'C0018681', 'C0231218', 'C0002994', 'C0025061', 'C0037763', 'C0013384', 'C0086565', 'C0014518', 'C0032326', 'C0001824', 'C0004096', 'C0039231', 'C0030252', 'C0152032', 'C0030805', 'C1096035', 'C0036974', 'C0085631', 'C0022660', 'C0006266', 'C0020621', 'C0877055', 'C0856054', 'C2242588', 'C0231530', 'C0026827', 'C0009782', 'C0151205', 'C0027765', 'C0036572', 'C0014724', 'C0013395', 'C0043352', 'C0085682', 'C0003467', 'C0034063', 'C0151735', 'C0008031', 'C0235063', 'C0162429', 'C0423791', 'C0002878', 'C0017178', 'C0013604', 'C0030196', 'C0018524', 'C0162830', 'C0546817', 'C0221201', 'C0002792', 'C0015230', 'C0032227', 'C0518015', 'C0015672', 'C0020538', 'C0010200', 'C0042075', 'C0040034', 'C0042963', 'C0042109', 'C0014742', 'C0041834', 'C0080274', 'C0917801', 'C0027769', 'C0015397', 'C0011606', 'C0000731', 'C0234215', 'C0235710', 'C0013428', 'C0241705', 'C0012833', 'C0018799', 'C0019158', 'C0020458', 'C0851536', 'C0020649', 'C0040822', 'C0033774', 'C0151763', 'C0231856', 'C0855775', 'C0393593']",161
CID000001986,"['C0014518', 'C0162830', 'C0001824', 'C0011991', 'C0085605', 'C0027497', 'C0002792', 'C0086565', 'C0151828', 'C0857305', 'C1167965', 'C0015672', 'C0036974', 'C0002874', 'C0085631', 'C0009676', 'C0040264', 'C0040034', 'C0267792', 'C0020621', 'C0022354', 'C0085620', 'C0232462', 'C2830004', 'C2047937', 'C0004093', 'C0151798', 'C1443060', 'C0032617', 'C0042109', 'C0014742', 'C0030554', 'C0042963', 'C0017979', 'C0020580', 'C0038325', 'C0022107', 'C0018939', 'C0020615', 'C0013378', 'C0020625', 'C0234215', 'C0004134', 'C0016382', 'C0025222', 'C0029442', 'C0036572', 'C0220981', 'C0023530', 'C0013395', 'C0039971', 'C0027092', 'C0012833', 'C0018681', 'C0231218', 'C0342579', 'C0340865', 'C0017178', 'C0018965', 'C0151686', 'C0015967', 'C0278134', 'C0085602']",63
CID000001990,"['C2939147', 'C0030252', 'C0027497', 'C0232487', 'C0015230', 'C0035078', 'C0015672', 'C0023380', 'C0011603', 'C0002170', 'C0206160', 'C0750876', 'C0232462', 'C2047937', 'C0004093', 'C0042963', 'C1443060', 'C0027769', 'C0011570', 'C1565489', 'C0234215', 'C0003467', 'C0149871', 'C0233494', 'C0018681', 'C0231218', 'C2697368', 'C0002878', 'C0040046', 'C0017178', 'C0040822', 'C3263723', 'C0002871']",33
CID000001993,"['C0027497', 'C0036974', 'C0043144', 'C0010200', 'C0018790', 'C0006266', 'C0428977', 'C0018621', 'C0042963', 'C0041657', 'C1322281', 'C0232910', 'C0151517', 'C0235710', 'C0476273', 'C0274702', 'C0008031', 'C0018681', 'C0012833', 'C0020649', 'C0032961', 'C0033774', 'C0039070', 'C0700184']",24
CID000002019,"['C0235378', 'C0014518', 'C0687713', 'C0000737', 'C0001824', 'C0009917', 'C0011991', 'C0038362', 'C0085605', 'C0231528', 'C0027497', 'C0027947', 'C0020598', 'C0030193', 'C0034530', 'C0085593', 'C0015230', 'C0005779', 'C0015672', 'C0002874', 'C0948441', 'C0023380', 'C0877153', 'C0040034', 'C0002170', 'C0015967', 'C0151904', 'C0151766', 'C0232462', 'C0009450', 'C2047937', 'C0016436', 'C0004093', 'C0042963', 'C1443060', 'C0948594', 'C0011168', 'C0014742', 'C0019209', 'C0149745', 'C0041834', 'C1262013', 'C0033246', 'C0038325', 'C0032285', 'C0234215', 'C0016382', 'C0031350', 'C0015376', 'C0746883', 'C0014868', 'C0023530', 'C0003962', 'C0026766', 'C0020517', 'C0031542', 'C0007971', 'C0019158', 'C0231218', 'C0030312', 'C0019156', 'C0151686', 'C0013604', 'C0002871', 'C0243026', 'C0027540', 'C0041582']",67
CID000002022,"['C0013362', 'C0027497', 'C0027947', 'C0232487', 'C0855223', 'C0011616', 'C0013595', 'C0497156', 'C0836924', 'C0009421', 'C0013404', 'C0009676', 'C0023380', 'C0019061', 'C0267792', 'C0002170', 'C0232462', 'C0542571', 'C2047937', 'C0004093', 'C0042164', 'C0030554', 'C0022116', 'C0020523', 'C2973529', 'C0009806', 'C0022107', 'C1260880', 'C0011175', 'C0023530', 'C0020517', 'C0085649', 'C0022346', 'C0015967', 'C0002871', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0231528', 'C0555724', 'C0085593', 'C0020433', 'C0021053', 'C0042571', 'C0011603', 'C0019348', 'C0151904', 'C0150450', 'C0858797', 'C0019372', 'C2830004', 'C1443060', 'C0027441', 'C0007177', 'C0038325', 'C0012739', 'C3665444', 'C0338831', 'C0009763', 'C0037274', 'C0521490', 'C1565489', 'C2363730', 'C2363731', 'C0041912', 'C0033975', 'C0021368', 'C0011206', 'C0018681', 'C0042384', 'C0231218', 'C0002994', 'C0025061', 'C0037763', 'C0241057', 'C0235031', 'C0014518', 'C0039231', 'C0030252', 'C0857305', 'C0239739', 'C1325847', 'C0035078', 'C0521491', 'C0002874', 'C0085631', 'C0151539', 'C0237849', 'C0022660', 'C0558489', 'C0542149', 'C0020621', 'C0151766', 'C0151905', 'C0085628', 'C0852911', 'C0259799', 'C0235431', 'C0085584', 'C0027765', 'C0036572', 'C0013395', 'C0034063', 'C0008031', 'C0039971', 'C0031542', 'C0029408', 'C0023518', 'C0017178', 'C0013604', 'C0030196', 'C0027540', 'C0018524', 'C0162830', 'C0013390', 'C0002792', 'C0030193', 'C0015230', 'C0015672', 'C0034155', 'C0020538', 'C0151505', 'C0042075', 'C0001807', 'C0040034', 'C0549249', 'C0038363', 'C0005741', 'C1510431', 'C0042963', 'C0948594', 'C0042109', 'C0014742', 'C0041834', 'C0003862', 'C0917801', 'C0015397', 'C0392386', 'C0013378', 'C0234215', 'C0004134', 'C0424489', 'C0438142', 'C0012833', 'C0019158', 'C0003460', 'C0020458', 'C0020649', 'C0040822', 'C0018965', 'C0033774']",153
CID000002082,"['C0687713', 'C0000737', 'C0001824', 'C0041969', 'C0027497', 'C0027947', 'C0015230', 'C0021053', 'C0002874', 'C0151740', 'C0042075', 'C0022660', 'C0042571', 'C0011603', 'C0040034', 'C0267792', 'C0002170', 'C0151766', 'C0042963', 'C0042109', 'C0014742', 'C0162557', 'C0038325', 'C0037274', 'C0023530', 'C0012833', 'C0018681', 'C0019158', 'C0020517', 'C0030312', 'C0015967']",31
CID000002083,"['C0038362', 'C0042029', 'C0006277', 'C0027497', 'C0497156', 'C0019080', 'C0013404', 'C0026961', 'C0232462', 'C0026858', 'C2047937', 'C0004093', 'C0030554', 'C1527344', 'C0020523', 'C0017979', 'C0014591', 'C0009806', 'C0013447', 'C0022107', 'C0233632', 'C0020615', 'C0235146', 'C0016382', 'C0031350', 'C0028084', 'C0042373', 'C0149931', 'C0020517', 'C0018808', 'C0853908', 'C0022346', 'C1258215', 'C3263723', 'C0015967', 'C0700184', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0231528', 'C0595862', 'C0017675', 'C0085593', 'C0520887', 'C0232602', 'C0035455', 'C0021053', 'C0030232', 'C0023067', 'C0043144', 'C0340464', 'C0040264', 'C0042571', 'C0011603', 'C0497247', 'C0020456', 'C0004936', 'C2830004', 'C0700361', 'C1306341', 'C1443060', 'C0232492', 'C0027441', 'C0027424', 'C0011849', 'C0031117', 'C0009763', 'C0037274', 'C0041912', 'C0004604', 'C0220981', 'C0233472', 'C0021368', 'C0001125', 'C0233494', 'C0018681', 'C0231218', 'C0021400', 'C0002994', 'C0037763', 'C0025061', 'C0013456', 'C0003811', 'C0004096', 'C0232461', 'C0039231', 'C0030252', 'C0085633', 'C0022638', 'C0235351', 'C0085631', 'C0236072', 'C0151596', 'C0424295', 'C0151744', 'C0006266', 'C0020621', 'C0009450', 'C0232197', 'C0032989', 'C0009782', 'C0029882', 'C0024115', 'C0004238', 'C0259749', 'C0027765', 'C0014724', 'C0013395', 'C0043352', 'C0003467', 'C0034063', 'C0008031', 'C0162429', 'C0017178', 'C0013604', 'C0546817', 'C2939147', 'C0002962', 'C0002792', 'C0030193', 'C0015230', 'C0020578', 'C0518015', 'C0005779', 'C0015672', 'C0020538', 'C0151505', 'C0010200', 'C0042075', 'C0001807', 'C0024902', 'C0026857', 'C0042963', 'C0948594', 'C0042109', 'C0235746', 'C0035243', 'C0003862', 'C0917801', 'C1142412', 'C0027769', 'C0000731', 'C0039240', 'C0013378', 'C0234215', 'C0004134', 'C0235710', 'C0013428', 'C0241705', 'C0012833', 'C0018799', 'C0020458', 'C0020649', 'C0040822', 'C0033774', 'C0040584', 'C0017160']",159
CID000002088,"['C0038362', 'C0027497', 'C0232487', 'C0019080', 'C0002170', 'C0026858', 'C2047937', 'C0004093', 'C0020438', 'C0042164', 'C0009806', 'C0036416', 'C0025222', 'C0438717', 'C0020517', 'C0085649', 'C0013295', 'C0015967', 'C0002871', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0231528', 'C0042571', 'C0011603', 'C0017168', 'C1443060', 'C0017152', 'C0011168', 'C0025320', 'C0151692', 'C0038325', 'C0687133', 'C0014868', 'C0014852', 'C0018681', 'C0231218', 'C0002994', 'C0037763', 'C0038358', 'C0015802', 'C0026636', 'C0041582', 'C0014518', 'C0004096', 'C0029443', 'C0521839', 'C2711248', 'C0151908', 'C0009450', 'C0151970', 'C0392525', 'C2004489', 'C0013395', 'C0008031', 'C0162830', 'C0020598', 'C0015230', 'C0030193', 'C0518015', 'C0042963', 'C0042109', 'C0948594', 'C0014742', 'C0041834', 'C0020437', 'C0152031', 'C0000731', 'C0013378', 'C0234215', 'C0014866', 'C0014583', 'C0012833', 'C0024312', 'C2697368', 'C0033774', 'C0023418']",78
CID000002092,"['C0006277', 'C0027497', 'C0242350', 'C0267792', 'C0036396', 'C2047937', 'C0004093', 'C0009806', 'C0016382', 'C0031350', 'C0042373', 'C0042514', 'C0022346', 'C3263723', 'C0160390', 'C0687713', 'C0000737', 'C0011991', 'C0041969', 'C0035455', 'C0023067', 'C0042571', 'C0011603', 'C0277885', 'C0004936', 'C2830004', 'C1443060', 'C0232492', 'C0041657', 'C0031117', 'C0037274', 'C0041912', 'C0004604', 'C0006444', 'C0018681', 'C0231218', 'C0002994', 'C0025061', 'C0039070', 'C0085612', 'C0014518', 'C0007222', 'C0039231', 'C0030252', 'C0521839', 'C0036974', 'C0009450', 'C0232197', 'C0009782', 'C0027796', 'C0004238', 'C0392525', 'C0040479', 'C0027765', 'C0013395', 'C0043352', 'C0008031', 'C1384353', 'C0029408', 'C0017178', 'C0020651', 'C0013604', 'C0003864', 'C0002962', 'C0030193', 'C0015230', 'C0015672', 'C0037199', 'C0042075', 'C0006145', 'C0040034', 'C1956346', 'C0026205', 'C0042963', 'C0948594', 'C0042109', 'C0003862', 'C0277890', 'C0015397', 'C0022408', 'C0033117', 'C0234215', 'C1735601', 'C0012833', 'C0018799', 'C0020458', 'C0020649', 'C0033774', 'C0151763', 'C0549405', 'C0008370']",91
CID000002094,"['C0020461', 'C0235378', 'C0038454', 'C0085605', 'C0038362', 'C0042029', 'C0027497', 'C0027947', 'C0007785', 'C0013595', 'C0497156', 'C0019080', 'C0009421', 'C0009676', 'C0242350', 'C0011615', 'C0267792', 'C0014544', 'C0002170', 'C0027697', 'C0027813', 'C0043049', 'C0232462', 'C0242301', 'C2047937', 'C0542571', 'C0004093', 'C0151798', 'C0030554', 'C0038002', 'C2973529', 'C0017979', 'C0020580', 'C0021364', 'C0014591', 'C0009806', 'C0011570', 'C0243065', 'C0041364', 'C0022081', 'C0016382', 'C0031350', 'C0023530', 'C1145670', 'C0017181', 'C1368065', 'C0020517', 'C0030312', 'C0018801', 'C0022346', 'C0151723', 'C0015967', 'C0023646', 'C0002871', 'C0160390', 'C0522224', 'C0003578', 'C0016204', 'C0687713', 'C0000737', 'C0011991', 'C0242528', 'C0239571', 'C0041969', 'C0231528', 'C0038999', 'C0085593', 'C0035455', 'C0007642', 'C0020433', 'C0021053', 'C0027066', 'C0013491', 'C0043144', 'C0040264', 'C0151579', 'C0042571', 'C0011603', 'C0020456', 'C0085096', 'C0004936', 'C2830004', 'C0040409', 'C0028961', 'C1443060', 'C0232492', 'C0017152', 'C2364111', 'C0011849', 'C0038325', 'C2981158', 'C0026848', 'C0012739', 'C0041349', 'C1142135', 'C0031117', 'C0009763', 'C0037274', 'C1565489', 'C0014457', 'C2363730', 'C2363731', 'C0853748', 'C0021843', 'C0220981', 'C0151602', 'C0001125', 'C0018418', 'C0018681', 'C0042384', 'C0231218', 'C0342579', 'C0002994', 'C0086565', 'C0041582', 'C0014518', 'C0521464', 'C0001824', 'C0004096', 'C0007222', 'C0020473', 'C0038220', 'C0151610', 'C0002874', 'C0085631', 'C0237849', 'C0022660', 'C0006266', 'C0020621', 'C0267940', 'C0428977', 'C0034065', 'C0206160', 'C0009450', 'C0856054', 'C0002622', 'C0033246', 'C0085932', 'C0231530', 'C0026827', 'C0235431', 'C0860210', 'C0027765', 'C0600228', 'C0036572', 'C0013395', 'C0151735', 'C0018099', 'C0162429', 'C0023518', 'C0002878', 'C0017178', 'C0024282', 'C0040046', 'C0013604', 'C0423791', 'C0278134', 'C0020488', 'C0243026', 'C0546817', 'C0043094', 'C0002962', 'C0002792', 'C0020598', 'C0015230', 'C0030193', 'C0034150', 'C0002418', 'C0518015', 'C0020538', 'C0086543', 'C0042075', 'C0085661', 'C0006145', 'C0040034', 'C0022354', 'C0035333', 'C0042510', 'C0042963', 'C0948594', 'C0023895', 'C0014742', 'C0042109', 'C0019209', 'C0003862', 'C0020437', 'C0085681', 'C0917801', 'C1142412', 'C0020569', 'C0029134', 'C0015397', 'C0021359', 'C0011606', 'C0000731', 'C0013378', 'C0020625', 'C0234215', 'C0004134', 'C3665347', 'C0235710', 'C0270810', 'C0333355', 'C0001925', 'C0018926', 'C0013428', 'C0036983', 'C0038238', 'C0009938', 'C0012833', 'C0018799', 'C0019158', 'C0020458', 'C0031046', 'C0020649', 'C1318520', 'C0040822', 'C0018965', 'C0033774', 'C0151763']",220
CID000002099,"['C0085636', 'C0042029', 'C1260922', 'C0027497', 'C0232487', 'C0013595', 'C0019080', 'C0575090', 'C0877047', 'C0234192', 'C0009676', 'C0011615', 'C0002170', 'C0403632', 'C0236124', 'C2047937', 'C0016436', 'C0004093', 'C0152517', 'C0948525', 'C0151825', 'C0020580', 'C0009806', 'C0011570', 'C0033247', 'C0020615', 'C0234458', 'C0234233', 'C0013415', 'C0020635', 'C0019112', 'C1264613', 'C0020517', 'C0022346', 'C1258215', 'C3263723', 'C0016204', 'C0009324', 'C1168034', 'C0231528', 'C1167965', 'C0340464', 'C0023067', 'C0026946', 'C0009319', 'C0018944', 'C0011603', 'C0497247', 'C0020456', 'C0010692', 'C1443060', 'C0232492', 'C0017152', 'C0027441', 'C0232849', 'C0162529', 'C2004435', 'C0687133', 'C0080203', 'C0037274', 'C0041912', 'C0549385', 'C0851578', 'C0018681', 'C0231218', 'C0037763', 'C0702166', 'C0041582', 'C0003811', 'C1142015', 'C0151713', 'C0008325', 'C0012813', 'C0151905', 'C0009450', 'C0032617', 'C0042023', 'C0033246', 'C0085624', 'C2004489', 'C0043352', 'C0003467', 'C0009241', 'C2607914', 'C0030193', 'C0015230', 'C0518015', 'C0015672', 'C0020538', 'C0037199', 'C0025345', 'C0010200', 'C0042963', 'C0042109', 'C0948594', 'C0035243', 'C0037278', 'C0265031', 'C0000731', 'C0234215', 'C0035204', 'C0026837', 'C0027339', 'C0009938', 'C0019158', 'C0235620', 'C0020458', 'C0040822', 'C0017160']",109
